filters,"processName.keyword: Descending",Count
"TRA開始回数","P00256_RPA_Daily_Inventory_ProdEnv_P00256_UR_W10ENO16EN",10
"TRA開始回数","P00260_RPA_EC_Weekly_Plan_ProdEnv_P00260_UR_W10ENO16EN",10
"TRA開始回数","P00015_1_SumUp200NextWeek_W10JPO16JP_ProdEnv_P00015_AR_W10JPO16JP",9
"TRA開始回数","P00015_4_SumByTheDayThisWeek_W10JPO16JP_ProdEnv_P00015_AR_W10JPO16JP",9
"TRA開始回数","P00021_01_EC-MD_ActualResultReportBySKU_ReceivedOrders_W10JPO16EN",9
"TRA開始回数","P00226_B_Income_Inventory_Analysis_WeeklyReport_ProdEnv_P00226_UR",9
"TRA開始回数","P00232_ColorSize_Report_Automation_F_ProdEnv_P00232_UR_W10ENO16EN",9
"TRA開始回数","P00232_ColorSize_Report_Automation_G_ProdEnv_P00232_UR_W10ENO16EN",9
"TRA開始回数","P00232_ColorSize_Report_Automation_J_ProdEnv_P00232_UR_W10ENO16EN",9
"TRA開始回数","P00245_03_Z_System_Automation",9
"TRA開始回数","P00015_2_SumUp200ThisWeek_W10JPO16JP_ProdEnv_P00015_AR_W10JPO16JP",8
"TRA開始回数","P00018_01_FixLogisticsActualCost_DownloadQuery_W10JPO16JP_ProdEnv_P00018_AR_W10JPO16JP",8
"TRA開始回数","P00118_02_CreateContractDraft_W10JPO16JP_ProdEnv_P00118_UR_W10JPO10JP",8
"TRA開始回数","P00232_ColorSize_Report_Automation_B_ProdEnv_P00232_UR_W10ENO16EN",8
"TRA開始回数","P00232_ColorSize_Report_Automation_D_ProdEnv_P00232_UR_W10ENO16EN",8
"TRA開始回数","P00232_ColorSize_Report_Automation_E_ProdEnv_P00232_UR_W10ENO16EN",8
"TRA開始回数","P00013_GSD_System Privileges_Customer Digital_W10JPO16JP",7
"TRA開始回数","P00017_05_LogisticsKPI_DownloadWMS_W10JPO16JP_ProdEnv_P00017_AR_W10JPO16JP",7
"TRA開始回数","P00232_ColorSize_Report_Automation_H_ProdEnv_P00232_UR_W10ENO16EN",7
"TRA開始回数","P00245_08_Z_System_Automation",7
"TRA開始回数","P00015_3_SumByTheDayNextWeek_W10JPO16JP_ProdEnv_P00015_AR_W10JPO16JP",6
"TRA開始回数","P00016_SalesInterface_W10JPO16JP_ProdEnv_P00016_AR_W10JPO16JP",6
"TRA開始回数","P00037_Service_Desk_Operation_Email_Email_Group_Add_or_remove_members",6
"TRA開始回数","P00199_FutureSumUpAll_W10JPO16JP_ProdEnv_P00199_AR_W10JPO16JP",6
"TRA開始回数","P00232_ColorSize_Report_Automation_A_ProdEnv_P00232_UR_W10ENO16EN",6
"TRA開始回数","P00244_Custommade_SalesPerformance_Management_W10JPO16JP",6
"TRA開始回数","P00025_01_EnrolledListCreation_W10JPO16JP_ProdEnv_P00025_UR_W10JPO16JP",5
"TRA開始回数","P00097_NttComWithdrawTransferAxUpload_W10JPO16JP_ProdEnv_P00097_AR_W10JPO16JP",5
"TRA開始回数","P00165_02_CreateEndStockList_W10JPO16JP",5
"TRA開始回数","P00232_03_ProdEnv_P00232_UR_W10ENO16EN",5
"TRA開始回数","P00232_04_ProdEnv_P00232_UR_W10ENO16EN",5
"TRA開始回数","P00232_05_ProdEnv_P00232_UR_W10ENO16EN",5
"TRA開始回数","P00232_08_ProdEnv_P00232_UR_W10ENO16EN",5
"TRA開始回数","P00262_RPA_Finance_Daily_Target_Bystore",5
"TRA開始回数","P00264_RPA_fct_store_monthly_plan_ProdEnv_P00264_UR_W10ENO16EN",5
"TRA開始回数","P00266_RPA_MD_Official_Plan",5
"TRA開始回数","P00015_1_SumUp200NextWeek_W10JPO16JP",4
"TRA開始回数","P00086_HmUnpaidRentAxUpload_W10JPO16JP_ProdEnv_P00086_AR_W10JPO16JP",4
"TRA開始回数","P00092_01_SendRemindMailForStockOption_W10JPO16JP_ProdEnv_P00092_UR_W10JPO16JP",4
"TRA開始回数","P00098_NttEWWithdrawTransferAxUpload_W10JPO16JP_ProdEnv_P00098_AR_W10JPO16JP",4
"TRA開始回数","P00155_SummaryAgainstPreviousWeek_W10JPO16JP",4
"TRA開始回数","P00261_RPA_EC_Promotion_Plan_ProdEnv_P00261_UR_W10ENO16EN",4
"TRA開始回数","P00262_RPA_Finance_Daily_Target_Bystore_ProdEnv_P00262_UR_W10ENO16EN",4
"TRA開始回数","P00271_GU_PODeadLineReport_W10JPO16JP",4
"TRA開始回数","P00285_RPA_CO_SKU_History",4
"TRA開始回数","P00003_01_VerifyDepositMachine_GU_W10JPO16JP_ProdEnv_P00003_AR_W10JPO16JP",3
"TRA開始回数","P00088_UnpaidRentAxUpload_W10JPO16JP_ProdEnv_P00088_AR_W10JPO16JP",3
"TRA開始回数","P00092_02_CheckReadReceiptMailForStockOption_W10JPO16JP_ProdEnv_P00092_UR_W10JPO16JP",3
"TRA開始回数","P00094_CMSTransactionAxUpload_W10JPO16JP_ProdEnv_P00094_AR_W10JPO16JP",3
"TRA開始回数","P00136_01_StoreProductStockout_HQ_W10JPO16JP_ProdEnv_P00136_AR_W10JPO16JP",3
"TRA開始回数","P00230_03_MV_Analysis_DailyReport_VBA",3
"TRA開始回数","P00232_01_ProdEnv_P00232_UR_W10ENO16EN",3
"TRA開始回数","P00245_02_Z_System_Automation",3
"TRA開始回数","P00246_AMEX_Reconciliation_ProdEnv_P00246_UR_W10JPO16EN",3
"TRA開始回数","P00250_02_DownloadWeeklyPrintableFormByPlanningSum_W10JPO16JP",3
"TRA開始回数","P00306_01_GU_CostFix_Monitoring_Thu_ProdEnv_P00306_01_UR_W10JPO16JP",3
"TRA開始回数","P00306_02_GU_CostFix_Monitoring_Mon_ProdEnv_P00306_02_UR_W10JPO16JP",3
"TRA開始回数","P00306_03_GU_CostFix_Monitoring_Tue_ProdEnv_P00306_03_UR_W10JPO16JP",3
"TRA開始回数","P00083_MonthlyReview_W10JPO16JP_ProdEnv_P00083_AR_W10JPO16JP",2
"TRA開始回数","P00155_SummaryAgainstPreviousWeek_W10JPO16JP_ProdEnv_P00155_AR_W10JPO16JP",2
"TRA開始回数","P00193_EncodeBillingsInOracleAP_W10ENO16EN_ProdEnv_P00193_AR_W10ENO10EN",2
"TRA開始回数","P00206_Financial_Statement_Generation_ProdEnv_P00206_UR_W10ENO16EN",2
"TRA開始回数","P00232_06_ProdEnv_P00232_UR_W10ENO16EN",2
"TRA開始回数","P00232_07_ProdEnv_P00232_UR_W10ENO16EN",2
"TRA開始回数","P00232_09_ProdEnv_P00232_UR_W10ENO16EN",2
"TRA開始回数","P00232_10_ProdEnv_P00232_UR_W10ENO16EN",2
"TRA開始回数","P00232_11_ProdEnv_P00232_UR_W10ENO16EN",2
"TRA開始回数","P00237_ADC_DC_Inventory_Report_Download",2
"TRA開始回数","P00238_01_Annual_Leave_Expiration_Notification",2
"TRA開始回数","P00252_DailyReport",2
"TRA開始回数","P00254_02_RPA_ArrivalTo_Warehouse_Plan",2
"TRA開始回数","P00255_RPA_TSF",2
"TRA開始回数","P00258_02_RPA_MD_Pln_Sum_Weekly_Plan",2
"TRA開始回数","P00263_RPA_MD_Monthly_Forcast_ProdEnv_P00263_UR_W10ENO16EN",2
"TRA開始回数","P00265_RPA_Finance_Season_Plan_ByGDept",2
"TRA開始回数","P00002_02_JmupsQuery_ConfirmCreditCardSales_W10JPO16JP",1
"TRA開始回数","P00002_07_OutputIntegration_ConfirmCreditCardSales_W10JPO16JP",1
"TRA開始回数","P00062_01_WeeklyAmountReport_W10JPO16JP",1
"TRA開始回数","P00064_01_MakePaymentList_W10JPO16JP_ProdEnv_P00064_AR_W10JPO16JP",1
"TRA開始回数","P00069_01_CreateGlobalMDReport_W10JPO16JP",1
"TRA開始回数","P00084_BudgetActualAnalysis_WIN10ENO16EN",1
"TRA開始回数","P00099_02_AlteredClothesOutsourcing_W10JPO16JP",1
"TRA開始回数","P00100_03_RemindMail_W10JPO16JP",1
"TRA開始回数","P00148_06_CreateItemHandbook_W10JPO16JP",1
"TRA開始回数","P00168_02_CreatePLSim_W10JPO16JP",1
"TRA開始回数","P00172_OutputInventoryForecast",1
"TRA開始回数","P00193_EncodeBillingsInOracleAP_W10ENO16EN",1
"TRA開始回数","P00239_02_Abnormal_Absence_Notification_Monthly__ProdEnv_P00239_UR_W10ENO16EN",1
"TRA開始回数","P00254_01_RPA_Assort_Master",1
"TRA開始回数","P00260_RPA_EC_Weekly_Plan",1
"TRA開始回数","P00265_RPA_Finance_Season_Plan_ByGDept_ProdEnv_P00265_UR_W10ENO16EN",1
"TRA開始回数","P00266_RPA_MD_Official_Plan_ProdEnv_P00266_UR_W10ENO16EN",1
"TRA開始回数","P00273_DC-EC_Daytime_Replenishment",1
"TRA開始回数","P00276_13_GU_Data_Extraction_DeliveryDataList_ProdEnv_P00276_13_UR_W10JPO16JP",1
"TRA開始回数","P00293_GU_PODeadLineReport",1
"TRA開始回数","P00333_GU_Cost_Seq_List_ProdEnv_P00333_UR_W10JPO16JP",1
